avg degree: 8.97, wc cost, ed cost, bf cost,exbf cost, wc time, ed time, bf time, exbf time
E4E75508476865248.txt,0,0,25821,443989,0.0,0.0,4.041328,3.999104,0,0,0,36,93,22407
E4E84515671808648.txt,0,0,26979,694629,0.0,0.0,2.814039,4.788015,0,0,0,60,122,43288
E4E80808050745248.txt,0,0,4035,73141,0.0,0.0,2.523357,1.07792,0,0,0,6,22,3823
E4E49505277867048.txt,0,0,368176,323501,0.0,0.0,3.986286,2.810656,0,0,0,1452,2868,56896
E4E71515280815048.txt,0,0,580221,1604279,0.0,0.0,4.810248,14.802881,0,0,0,7980,13440,1013886
E4E50679089498748.txt,0,0,13858,3930,0.0,0.0,1.923905,0.58166,0,0,0,342,703,1732
E4E52709051885148.txt,0,0,3171,181967,0.0,0.0,2.487088,1.657655,0,0,0,20,38,4139
E4E667271847148.txt,0,0,2683,27387,0.0,0.0,2.665162,0.775989,0,0,0,2,8,291
E4E53546770785348.txt,0,0,241793,1584193,0.0,0.0,3.497631,10.838153,0,0,0,810,990,434528
E4E88897495785348.txt,0,0,330046,1652423,0.0,0.0,4.561168,10.799016,0,0,0,1612,2450,413049
E4E88894948779548.txt,0,0,1320,57962,0.0,0.0,2.455632,0.89372,0,0,0,6,12,1456
E4E5386547190504948.txt,0,0,5001,156673,0.0,0.0,2.67976,1.698078,0,0,0,6,17,4138
E4E88835188907048.txt,0,0,158,1014,0.0,0.0,2.529653,0.59236,0,0,0,8,21,176
E4E81756750885048.txt,0,0,830,29727,0.0,0.0,2.473423,0.73339,0,0,0,16,30,1175
E4E95508452875748.txt,0,0,3027,87802,0.0,0.0,2.536429,1.241577,0,0,0,8,25,4300
E4E674968905448.txt,0,0,1632043,7497112,0.0,0.0,15.018176,3119.663206,0,0,0,32736,32736,600072
E4E7848724866484948.txt,0,0,7453,27241,0.0,0.0,2.530529,0.755614,0,0,0,48,90,5160
E4E88887586755048.txt,0,0,4647,22097,0.0,0.0,2.548379,0.726533,0,0,0,22,46,713
E4E835770685148.txt,0,0,19295,296725,0.0,0.0,2.015337,2.405789,0,0,0,70,125,70712
E4E95506671908748.txt,0,0,279268,1434453,0.0,0.0,2.736236,12.008316,0,0,0,2184,4164,587670
E4E538867955048.txt,0,0,106210,871329,0.0,0.0,2.330412,6.519686,0,0,0,1848,3300,15262
E4E55828386725248.txt,0,0,76126,1521295,0.0,0.0,1.673438,9.738304,0,0,0,252,462,223074
